"Station","Date","Sdepth","Wtemp","Ph","DO","Spcond","Salinity","Cruise","SECCHI","tempF"
"CB4.2C",2025-07-09,3,82.58,8.3,7.4,15500,9,NA,NA,82.58
"CB4.2C",2025-07-09,4,82.58,8,7.3,15700,9.2,NA,NA,82.58
"CB4.2C",2025-07-09,5,82.4,8.2,6.8,16500,9.6,NA,NA,82.4
"CB4.2C",2025-07-09,6,82.22,8.1,6.3,17000,10,NA,NA,82.22
"CB4.2C",2025-07-09,7,81.14,7.8,4.6,17500,10.3,NA,NA,81.14
"CB4.2C",2025-07-09,8,77.9,7.3,1.2,19600,11.6,NA,NA,77.9
"CB4.2C",2025-07-09,9,75.92,7.2,0.1,20800,12.5,NA,NA,75.92
"CB4.2C",2025-07-09,10,73.94,7.2,0,22200,13.3,NA,NA,73.94
"CB4.2C",2025-07-09,11,73.4,7.2,0,22600,13.6,NA,NA,73.4
"CB4.2C",2025-07-09,12,72.86,7.2,0,23200,14,NA,NA,72.86
"CB4.2C",2025-07-09,13,72.68,7.2,0.1,23600,14.4,NA,NA,72.68
"CB4.2C",2025-07-09,14,71.96,7.2,0.1,24800,15.2,NA,NA,71.96
"CB4.2C",2025-07-09,15,71.42,7.2,0.1,25500,15.6,NA,NA,71.42
"CB4.2C",2025-07-09,17,71.24,7.2,0.1,26500,16.3,NA,NA,71.24
"CB4.2C",2025-07-09,19,71.06,7.2,0.1,27300,16.8,NA,NA,71.06
"CB4.2C",2025-07-09,21,71.06,7.2,0.1,28000,17.3,NA,NA,71.06
"CB4.2C",2025-07-09,23,71.24,7.2,0.1,28500,17.6,NA,NA,71.24
"CB4.2C",2025-07-09,25,71.24,7.2,0.1,28500,17.6,NA,NA,71.24
"CB4.2E",2025-07-09,0.5,83.66,8.3,8,15500,9,NA,"1.2",83.66
"CB4.2E",2025-07-09,1,83.12,8.3,8,15500,9,NA,NA,83.12
"CB4.2E",2025-07-09,2,82.76,8.3,7.6,15900,9.3,NA,NA,82.76
"CB4.2E",2025-07-09,3,82.76,8.3,7.6,15900,9.3,NA,NA,82.76
"CB4.2E",2025-07-09,4,82.76,8.1,6.7,16500,9.7,NA,NA,82.76
"CB4.2E",2025-07-09,5,82.58,8.1,6.9,16900,9.9,NA,NA,82.58
"CB4.2E",2025-07-09,6,80.42,7.7,4.1,18000,10.7,NA,NA,80.42
"CB4.2E",2025-07-09,7,79.52,7.5,2.9,18700,11.1,NA,NA,79.52
"CB4.2E",2025-07-09,8,79.16,7.4,2.5,19000,11.2,NA,NA,79.16
"CB4.1E",2025-07-09,0.5,83.12,8.3,7.1,13800,8,NA,"1.2",83.12
"CB4.1E",2025-07-09,1,83.12,8.3,7.1,13800,8,NA,NA,83.12
"CB4.1E",2025-07-09,2,83.12,8.3,7,13900,8,NA,NA,83.12
"CB4.1E",2025-07-09,3,83.12,8.3,7,13900,8,NA,NA,83.12
"CB4.1E",2025-07-09,4,82.4,8.2,6.7,14200,8.2,NA,NA,82.4
"CB4.1E",2025-07-09,5,82.22,8.1,5.7,15300,8.9,NA,NA,82.22
"CB4.1E",2025-07-09,6,82.22,8,4.8,16000,9.3,NA,NA,82.22
"CB4.1E",2025-07-09,7,81.5,7.8,3.4,17000,9.9,NA,NA,81.5
"CB4.1E",2025-07-09,8,79.7,7.4,0.5,18500,10.9,NA,NA,79.7
"CB4.1E",2025-07-09,9,79.7,7.4,0.9,19100,11.1,NA,NA,79.7
"CB4.1E",2025-07-09,10,78.08,7.3,0.7,19500,11.6,NA,NA,78.08
"CB4.1E",2025-07-09,11,76.46,7.2,0.2,20600,12.3,NA,NA,76.46
"CB4.1E",2025-07-09,12,75.56,7.2,0.1,21200,12.7,NA,NA,75.56
"CB4.1E",2025-07-09,13,74.66,7.2,0.1,21800,13,NA,NA,74.66
"CB4.1E",2025-07-09,14,74.12,7.2,0.1,22300,13.5,NA,NA,74.12
"CB4.1E",2025-07-09,15,73.04,7.2,0.1,23600,14.1,NA,NA,73.04
"CB4.1E",2025-07-09,16,73.04,7.2,0.1,23700,14.3,NA,NA,73.04
"CB4.1E",2025-07-09,17,72.68,7.2,0.1,24000,14.5,NA,NA,72.68
"CB4.1E",2025-07-09,19,71.78,7.2,0.1,25000,15.3,NA,NA,71.78
"CB4.1E",2025-07-09,21,71.6,7.2,0.1,25300,15.4,NA,NA,71.6
"CB4.1E",2025-07-09,22,71.6,7.2,0.1,25200,15.4,NA,NA,71.6
"CB4.1C",2025-07-09,0.5,83.12,8.4,7.8,13400,7.6,NA,"1.4",83.12
"CB4.1C",2025-07-09,1,82.58,8.4,7.8,13400,7.6,NA,NA,82.58
"CB4.1C",2025-07-09,2,82.58,8.4,7.4,13500,7.7,NA,NA,82.58
"CB4.1C",2025-07-09,3,82.58,8.2,7.1,14100,8.1,NA,NA,82.58
